session_id,timestamp,dimension,stint_id
20260412_175523_fa92,2026-04-12 18:08:47,future,75
20260412_175523_fa92,2026-04-12 18:08:48,future,75
20260412_175523_fa92,2026-04-12 18:08:48,future,75
20260412_175523_fa92,2026-04-12 18:08:50,future,75
20260412_175523_fa92,2026-04-12 18:08:50,future,75
20260412_175523_fa92,2026-04-12 18:08:51,future,75
20260412_175523_fa92,2026-04-12 18:08:52,future,75
20260412_175523_fa92,2026-04-12 18:08:55,future,75
20260412_175523_fa92,2026-04-12 18:08:56,future,75
20260412_175523_fa92,2026-04-12 18:08:56,future,75
20260412_175523_fa92,2026-04-12 18:08:57,future,75
20260412_175523_fa92,2026-04-12 18:08:57,future,75
20260412_175523_fa92,2026-04-12 18:08:57,future,75
20260412_175523_fa92,2026-04-12 18:08:57,future,75
20260412_175523_fa92,2026-04-12 18:08:59,future,75
20260412_175523_fa92,2026-04-12 18:08:59,future,75
20260412_175523_fa92,2026-04-12 18:09:00,future,75
20260412_175523_fa92,2026-04-12 18:09:00,future,75
20260412_175523_fa92,2026-04-12 18:09:02,future,75
20260412_175523_fa92,2026-04-12 18:09:03,future,75
20260412_175523_fa92,2026-04-12 18:09:03,future,75
20260412_175523_fa92,2026-04-12 18:09:05,future,75
20260412_175523_fa92,2026-04-12 18:09:07,future,75
20260412_175523_fa92,2026-04-12 18:09:09,future,75
20260412_175523_fa92,2026-04-12 18:09:10,future,75
20260412_175523_fa92,2026-04-12 18:09:11,future,75
20260412_175523_fa92,2026-04-12 18:09:11,future,75
20260412_175523_fa92,2026-04-12 18:09:11,future,75
20260412_175523_fa92,2026-04-12 18:09:12,future,75
20260412_175523_fa92,2026-04-12 18:09:13,future,75
20260412_175523_fa92,2026-04-12 18:09:14,present,76
20260412_175523_fa92,2026-04-12 18:09:15,past,77
20260412_175523_fa92,2026-04-12 18:09:16,past,77
20260412_175523_fa92,2026-04-12 18:09:17,past,77
20260412_175523_fa92,2026-04-12 18:09:19,past,77
20260412_175523_fa92,2026-04-12 18:09:20,past,77
20260412_175523_fa92,2026-04-12 18:09:21,past,77
20260412_175523_fa92,2026-04-12 18:09:22,past,77
20260412_175523_fa92,2026-04-12 18:09:23,past,77
20260412_175523_fa92,2026-04-12 18:09:24,past,77
20260412_175523_fa92,2026-04-12 18:09:25,past,77
20260412_175523_fa92,2026-04-12 18:09:27,past,77
20260412_175523_fa92,2026-04-12 18:09:28,past,77
20260412_175523_fa92,2026-04-12 18:09:29,past,77
20260412_175523_fa92,2026-04-12 18:09:30,past,77
20260412_175523_fa92,2026-04-12 18:09:30,past,77
20260412_175523_fa92,2026-04-12 18:09:31,past,77
20260412_175523_fa92,2026-04-12 18:09:32,past,77
20260412_175523_fa92,2026-04-12 18:09:38,past,77
20260412_181610_a7bb,2026-04-12 18:16:15,present,0
20260412_181610_a7bb,2026-04-12 18:16:16,present,0
20260412_181610_a7bb,2026-04-12 18:16:21,present,0
20260412_181610_a7bb,2026-04-12 18:16:23,present,0
20260412_181610_a7bb,2026-04-12 18:16:25,present,0
20260412_181610_a7bb,2026-04-12 18:16:28,present,0
20260412_181610_a7bb,2026-04-12 18:16:33,present,0
20260412_181610_a7bb,2026-04-12 18:16:36,present,0
20260412_181610_a7bb,2026-04-12 18:16:40,present,0
20260412_181610_a7bb,2026-04-12 18:16:45,present,0
20260412_181610_a7bb,2026-04-12 18:16:47,present,0
20260412_181610_a7bb,2026-04-12 18:16:51,present,0
20260412_181610_a7bb,2026-04-12 18:16:57,present,0
20260412_181610_a7bb,2026-04-12 18:17:02,present,0
20260412_181610_a7bb,2026-04-12 18:17:04,present,0
20260412_181610_a7bb,2026-04-12 18:17:06,present,0
20260412_181610_a7bb,2026-04-12 18:17:10,past,1
20260412_181610_a7bb,2026-04-12 18:17:11,present,2
20260412_181610_a7bb,2026-04-12 18:17:12,present,2
20260412_181610_a7bb,2026-04-12 18:17:13,past,3
20260412_181610_a7bb,2026-04-12 18:17:14,future,4
20260412_181610_a7bb,2026-04-12 18:17:15,present,5
20260412_181610_a7bb,2026-04-12 18:17:16,past,6
20260412_181610_a7bb,2026-04-12 18:17:20,present,7
20260412_181610_a7bb,2026-04-12 18:17:22,present,7
20260412_181610_a7bb,2026-04-12 18:17:29,present,7
